gtf_gene	gtf_gene_trimmed	crovir_transcript	converted_id	converted_id_no_dups
maker-scaffold-ma1-augustus-gene-1015.7_crovir-transcript-10066	maker-scaffold-ma1-augustus-gene-1015.7	crovir-transcript-10066	GTF2I	GTF2I
maker-scaffold-ma1-augustus-gene-1016.4_crovir-transcript-10017	maker-scaffold-ma1-augustus-gene-1016.4	crovir-transcript-10017	NCF1	NCF1
maker-scaffold-ma1-augustus-gene-1016.5_crovir-transcript-10018	maker-scaffold-ma1-augustus-gene-1016.5	crovir-transcript-10018	RCC1L	RCC1L
maker-scaffold-ma1-augustus-gene-1016.6_crovir-transcript-10019	maker-scaffold-ma1-augustus-gene-1016.6	crovir-transcript-10019	CASTOR2	CASTOR2
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1016.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1016.0	NA	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1016.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1016.0
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1017.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1017.0	NA	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1017.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1017.0
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1018.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1018.0	NA	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1018.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1018.0
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1020.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1020.0	NA	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1020.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1020.0
maker-scaffold-ma1-augustus-gene-1020.3_crovir-transcript-10020	maker-scaffold-ma1-augustus-gene-1020.3	crovir-transcript-10020	AUTS2	AUTS2
augustus_masked-scaffold-ma1-processed-gene-1021.3_crovir-transcript-10031	augustus_masked-scaffold-ma1-processed-gene-1021.3	crovir-transcript-10031	ZBED9	ZBED9.3
maker-scaffold-ma1-augustus-gene-1021.4_crovir-transcript-10030	maker-scaffold-ma1-augustus-gene-1021.4	crovir-transcript-10030	GALNT17	GALNT17
augustus_masked-scaffold-ma1-processed-gene-1022.0_crovir-transcript-10045	augustus_masked-scaffold-ma1-processed-gene-1022.0	crovir-transcript-10045	GALNT17	GALNT17.1
maker-scaffold-ma1-augustus-gene-1022.5_crovir-transcript-10046	maker-scaffold-ma1-augustus-gene-1022.5	crovir-transcript-10046	CALN1	CALN1
maker-scaffold-ma1-augustus-gene-1025.4_crovir-transcript-10047	maker-scaffold-ma1-augustus-gene-1025.4	crovir-transcript-10047	WSCD1	WSCD1
maker-scaffold-ma1-augustus-gene-1026.3_crovir-transcript-10048	maker-scaffold-ma1-augustus-gene-1026.3	crovir-transcript-10048	EXO5	EXO5
maker-scaffold-ma1-augustus-gene-1026.4_crovir-transcript-10049	maker-scaffold-ma1-augustus-gene-1026.4	crovir-transcript-10049	RAP1GAP2	RAP1GAP2
augustus_masked-scaffold-ma1-processed-gene-1027.1_crovir-transcript-10055	augustus_masked-scaffold-ma1-processed-gene-1027.1	crovir-transcript-10055	PAFAH1B1	PAFAH1B1
augustus_masked-scaffold-ma1-processed-gene-1028.0_crovir-transcript-10086	augustus_masked-scaffold-ma1-processed-gene-1028.0	crovir-transcript-10086	CLUH	CLUH
augustus_masked-scaffold-ma1-processed-gene-1028.1_crovir-transcript-10085	augustus_masked-scaffold-ma1-processed-gene-1028.1	crovir-transcript-10085	MNT	MNT
augustus_masked-scaffold-ma1-processed-gene-1028.2_crovir-transcript-10087	augustus_masked-scaffold-ma1-processed-gene-1028.2	crovir-transcript-10087	SGSM2	SGSM2
maker-scaffold-ma1-augustus-gene-1029.7_crovir-transcript-10053	maker-scaffold-ma1-augustus-gene-1029.7	crovir-transcript-10053	KCTD10	KCTD10.1
maker-scaffold-ma1-augustus-gene-1029.5_crovir-transcript-10051	maker-scaffold-ma1-augustus-gene-1029.5	crovir-transcript-10051	IFT20	IFT20
maker-scaffold-ma1-augustus-gene-1029.8_crovir-transcript-10052	maker-scaffold-ma1-augustus-gene-1029.8	crovir-transcript-10052	NLK	NLK.1
maker-scaffold-ma1-augustus-gene-1029.6_crovir-transcript-10050	maker-scaffold-ma1-augustus-gene-1029.6	crovir-transcript-10050	LYRM9	LYRM9
maker-scaffold-ma1-augustus-gene-1030.3_crovir-transcript-10072	maker-scaffold-ma1-augustus-gene-1030.3	crovir-transcript-10072	NOS2	NOS2
maker-scaffold-ma1-augustus-gene-1030.4_crovir-transcript-10073	maker-scaffold-ma1-augustus-gene-1030.4	crovir-transcript-10073	LGALS9B	LGALS9B
maker-scaffold-ma1-augustus-gene-1030.5_crovir-transcript-10074	maker-scaffold-ma1-augustus-gene-1030.5	crovir-transcript-10074	KSR1	KSR1
maker-scaffold-ma1-augustus-gene-1030.6_crovir-transcript-10075	maker-scaffold-ma1-augustus-gene-1030.6	crovir-transcript-10075	WSB1	WSB1
augustus_masked-scaffold-ma1-processed-gene-1031.1_crovir-transcript-10089	augustus_masked-scaffold-ma1-processed-gene-1031.1	crovir-transcript-10089	NF1	NF1
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1031.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1031.0	NA	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1031.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1031.0
maker-scaffold-ma1-augustus-gene-1031.16_crovir-transcript-10090	maker-scaffold-ma1-augustus-gene-1031.16	crovir-transcript-10090	TNXB	TNXB
augustus_masked-scaffold-ma1-processed-gene-1031.3_crovir-transcript-10088	augustus_masked-scaffold-ma1-processed-gene-1031.3	crovir-transcript-10088	NF1	NF1.1
augustus_masked-scaffold-ma1-processed-gene-1031.10_crovir-transcript-10091	augustus_masked-scaffold-ma1-processed-gene-1031.10	crovir-transcript-10091	SRSF1	SRSF1
maker-scaffold-ma1-augustus-gene-1032.4_crovir-transcript-10069	maker-scaffold-ma1-augustus-gene-1032.4	crovir-transcript-10069	VEZF1	VEZF1
maker-scaffold-ma1-augustus-gene-1032.5_crovir-transcript-10070	maker-scaffold-ma1-augustus-gene-1032.5	crovir-transcript-10070	CUEDC1	CUEDC1
maker-scaffold-ma1-augustus-gene-1032.6_crovir-transcript-10068	maker-scaffold-ma1-augustus-gene-1032.6	crovir-transcript-10068	MRPS23	MRPS23
maker-scaffold-ma1-augustus-gene-1032.7_crovir-transcript-10071	maker-scaffold-ma1-augustus-gene-1032.7	crovir-transcript-10071	MSI2	MSI2
maker-scaffold-ma1-augustus-gene-1033.2_crovir-transcript-10054	maker-scaffold-ma1-augustus-gene-1033.2	crovir-transcript-10054	MSI2	MSI2.1
augustus_masked-scaffold-ma1-processed-gene-1034.1_crovir-transcript-10063	augustus_masked-scaffold-ma1-processed-gene-1034.1	crovir-transcript-10063	HSPA8	HSPA8
augustus_masked-scaffold-ma1-processed-gene-1034.2_crovir-transcript-10062	augustus_masked-scaffold-ma1-processed-gene-1034.2	crovir-transcript-10062	PLAUR	PLAUR
augustus_masked-scaffold-ma1-processed-gene-1035.0_crovir-transcript-10083	augustus_masked-scaffold-ma1-processed-gene-1035.0	crovir-transcript-10083	HEATR6	HEATR6
augustus_masked-scaffold-ma1-processed-gene-1035.2_crovir-transcript-10082	augustus_masked-scaffold-ma1-processed-gene-1035.2	crovir-transcript-10082	APBB2	APBB2
maker-scaffold-ma1-augustus-gene-1035.9_crovir-transcript-10084	maker-scaffold-ma1-augustus-gene-1035.9	crovir-transcript-10084	SYNRG	SYNRG
augustus_masked-scaffold-ma1-processed-gene-1036.6_crovir-transcript-10096	augustus_masked-scaffold-ma1-processed-gene-1036.6	crovir-transcript-10096	TADA2A	TADA2A
maker-scaffold-ma1-augustus-gene-1036.8_crovir-transcript-10093	maker-scaffold-ma1-augustus-gene-1036.8	crovir-transcript-10093	RRP15	RRP15.1
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1036.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1036.0	NA	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1036.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1036.0
maker-scaffold-ma1-augustus-gene-1036.14_crovir-transcript-10095	maker-scaffold-ma1-augustus-gene-1036.14	crovir-transcript-10095	UBR4	UBR4
maker-scaffold-ma1-augustus-gene-1036.15_crovir-transcript-10097	maker-scaffold-ma1-augustus-gene-1036.15	crovir-transcript-10097	ACACA	ACACA.1
maker-scaffold-ma1-augustus-gene-1036.16_crovir-transcript-10094	maker-scaffold-ma1-augustus-gene-1036.16	crovir-transcript-10094	UBR4	UBR4.1
augustus_masked-scaffold-ma1-processed-gene-1036.4_crovir-transcript-10092	augustus_masked-scaffold-ma1-processed-gene-1036.4	crovir-transcript-10092	ACACA	ACACA.2
maker-scaffold-ma1-augustus-gene-1037.8_crovir-transcript-10076	maker-scaffold-ma1-augustus-gene-1037.8	crovir-transcript-10076	ACACA	ACACA.3
maker-scaffold-ma1-augustus-gene-1037.9_crovir-transcript-10077	maker-scaffold-ma1-augustus-gene-1037.9	crovir-transcript-10077	ACACA	ACACA.4
maker-scaffold-ma1-augustus-gene-1037.10_crovir-transcript-10081	maker-scaffold-ma1-augustus-gene-1037.10	crovir-transcript-10081	AATF	AATF
trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1037.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1037.0	NA	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1037.0	trnascan-scaffold-ma1-noncoding-Pseudo_AGA-gene-1037.0
maker-scaffold-ma1-augustus-gene-1037.11_crovir-transcript-10080	maker-scaffold-ma1-augustus-gene-1037.11	crovir-transcript-10080	AATF	AATF.1
augustus_masked-scaffold-ma1-processed-gene-1037.5_crovir-transcript-10078	augustus_masked-scaffold-ma1-processed-gene-1037.5	crovir-transcript-10078	LHX1	LHX1
maker-scaffold-ma1-augustus-gene-1037.13_crovir-transcript-10079	maker-scaffold-ma1-augustus-gene-1037.13	crovir-transcript-10079	LHX1	LHX1.1
augustus_masked-scaffold-ma1-processed-gene-1038.0_crovir-transcript-10067	augustus_masked-scaffold-ma1-processed-gene-1038.0	crovir-transcript-10067	MRM1	MRM1
maker-scaffold-mi1-augustus-gene-0.16_crovir-transcript-12656	maker-scaffold-mi1-augustus-gene-0.16	crovir-transcript-12656	ABCG4	ABCG4.1
augustus_masked-scaffold-mi1-processed-gene-0.2_crovir-transcript-12652	augustus_masked-scaffold-mi1-processed-gene-0.2	crovir-transcript-12652	NLRX1	NLRX1
maker-scaffold-mi1-augustus-gene-0.15_crovir-transcript-12651	maker-scaffold-mi1-augustus-gene-0.15	crovir-transcript-12651	CBL	CBL
maker-scaffold-mi1-augustus-gene-0.17_crovir-transcript-12654	maker-scaffold-mi1-augustus-gene-0.17	crovir-transcript-12654	MCAM	MCAM
trnascan-scaffold-mi1-noncoding-Cys_GCA-gene-0.0	trnascan-scaffold-mi1-noncoding-Cys_GCA-gene-0.0	NA	trnascan-scaffold-mi1-noncoding-Cys_GCA-gene-0.0	trnascan-scaffold-mi1-noncoding-Cys_GCA-gene-0.0
augustus_masked-scaffold-mi1-processed-gene-0.5_crovir-transcript-12650	augustus_masked-scaffold-mi1-processed-gene-0.5	crovir-transcript-12650	RNF26	RNF26
maker-scaffold-mi1-augustus-gene-0.18_crovir-transcript-12653	maker-scaffold-mi1-augustus-gene-0.18	crovir-transcript-12653	ADIPOQ	ADIPOQ
augustus_masked-scaffold-mi1-processed-gene-0.10_crovir-transcript-12655	augustus_masked-scaffold-mi1-processed-gene-0.10	crovir-transcript-12655	C1QTNF5	C1QTNF5
maker-scaffold-mi1-augustus-gene-0.20_crovir-transcript-12658	maker-scaffold-mi1-augustus-gene-0.20	crovir-transcript-12658	maker-scaffold-mi1-augustus-gene-0.20_crovir-transcript-12658	maker-scaffold-mi1-augustus-gene-0.20_crovir-transcript-12658
maker-scaffold-mi1-augustus-gene-0.21_crovir-transcript-12657	maker-scaffold-mi1-augustus-gene-0.21	crovir-transcript-12657	USP2	USP2
trnascan-scaffold-mi1-noncoding-Cys_GCA-gene-0.1	trnascan-scaffold-mi1-noncoding-Cys_GCA-gene-0.1	NA	trnascan-scaffold-mi1-noncoding-Cys_GCA-gene-0.1	trnascan-scaffold-mi1-noncoding-Cys_GCA-gene-0.1
trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-1.0	trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-1.0	NA	trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-1.0	trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-1.0
maker-scaffold-mi1-augustus-gene-1.3_crovir-transcript-12660	maker-scaffold-mi1-augustus-gene-1.3	crovir-transcript-12660	maker-scaffold-mi1-augustus-gene-1.3_crovir-transcript-12660	maker-scaffold-mi1-augustus-gene-1.3_crovir-transcript-12660
maker-scaffold-mi1-augustus-gene-1.4_crovir-transcript-12659	maker-scaffold-mi1-augustus-gene-1.4	crovir-transcript-12659	NECTIN1	NECTIN1
maker-scaffold-mi1-augustus-gene-3.16_crovir-transcript-12668	maker-scaffold-mi1-augustus-gene-3.16	crovir-transcript-12668	TRIM29	TRIM29
maker-scaffold-mi1-augustus-gene-3.9_crovir-transcript-12665	maker-scaffold-mi1-augustus-gene-3.9	crovir-transcript-12665	maker-scaffold-mi1-augustus-gene-3.9_crovir-transcript-12665	maker-scaffold-mi1-augustus-gene-3.9_crovir-transcript-12665
maker-scaffold-mi1-augustus-gene-3.10_crovir-transcript-12661	maker-scaffold-mi1-augustus-gene-3.10	crovir-transcript-12661	OAF	OAF
maker-scaffold-mi1-augustus-gene-3.11_crovir-transcript-12667	maker-scaffold-mi1-augustus-gene-3.11	crovir-transcript-12667	POU2F3	POU2F3
augustus_masked-scaffold-mi1-processed-gene-3.4_crovir-transcript-12664	augustus_masked-scaffold-mi1-processed-gene-3.4	crovir-transcript-12664	POU2F3	POU2F3.1
maker-scaffold-mi1-augustus-gene-3.13_crovir-transcript-12666	maker-scaffold-mi1-augustus-gene-3.13	crovir-transcript-12666	TLCD5	TLCD5
augustus_masked-scaffold-mi1-processed-gene-3.6_crovir-transcript-12662	augustus_masked-scaffold-mi1-processed-gene-3.6	crovir-transcript-12662	TLCD5	TLCD5.1
maker-scaffold-mi1-augustus-gene-3.15_crovir-transcript-12663	maker-scaffold-mi1-augustus-gene-3.15	crovir-transcript-12663	ARHGEF12	ARHGEF12
maker-scaffold-mi1-augustus-gene-4.6_crovir-transcript-12669	maker-scaffold-mi1-augustus-gene-4.6	crovir-transcript-12669	GRIK4	GRIK4
augustus_masked-scaffold-mi1-processed-gene-4.4_crovir-transcript-12670	augustus_masked-scaffold-mi1-processed-gene-4.4	crovir-transcript-12670	TBCEL	TBCEL
maker-scaffold-mi1-augustus-gene-5.10_crovir-transcript-12671	maker-scaffold-mi1-augustus-gene-5.10	crovir-transcript-12671	TECTA	TECTA
maker-scaffold-mi1-augustus-gene-5.11_crovir-transcript-12675	maker-scaffold-mi1-augustus-gene-5.11	crovir-transcript-12675	SC5D	SC5D
maker-scaffold-mi1-augustus-gene-5.12_crovir-transcript-12674	maker-scaffold-mi1-augustus-gene-5.12	crovir-transcript-12674	SORL1	SORL1
trnascan-scaffold-mi1-noncoding-Pseudo_TGA-gene-5.0	trnascan-scaffold-mi1-noncoding-Pseudo_TGA-gene-5.0	NA	trnascan-scaffold-mi1-noncoding-Pseudo_TGA-gene-5.0	trnascan-scaffold-mi1-noncoding-Pseudo_TGA-gene-5.0
maker-scaffold-mi1-augustus-gene-5.14_crovir-transcript-12672	maker-scaffold-mi1-augustus-gene-5.14	crovir-transcript-12672	maker-scaffold-mi1-augustus-gene-5.14_crovir-transcript-12672	maker-scaffold-mi1-augustus-gene-5.14_crovir-transcript-12672
maker-scaffold-mi1-augustus-gene-5.15_crovir-transcript-12673	maker-scaffold-mi1-augustus-gene-5.15	crovir-transcript-12673	MAST1	MAST1
augustus_masked-scaffold-mi1-processed-gene-5.9_crovir-transcript-12676	augustus_masked-scaffold-mi1-processed-gene-5.9	crovir-transcript-12676	NFIL3	NFIL3
trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-6.1	trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-6.1	NA	trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-6.1	trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-6.1
trnascan-scaffold-mi1-noncoding-Arg_GCG-gene-6.0	trnascan-scaffold-mi1-noncoding-Arg_GCG-gene-6.0	NA	trnascan-scaffold-mi1-noncoding-Arg_GCG-gene-6.0	trnascan-scaffold-mi1-noncoding-Arg_GCG-gene-6.0
maker-scaffold-mi1-augustus-gene-6.8_crovir-transcript-12677	maker-scaffold-mi1-augustus-gene-6.8	crovir-transcript-12677	UBASH3B	UBASH3B
maker-scaffold-mi1-augustus-gene-6.9_crovir-transcript-12679	maker-scaffold-mi1-augustus-gene-6.9	crovir-transcript-12679	CRTAM	CRTAM
maker-scaffold-mi1-augustus-gene-6.10_crovir-transcript-12678	maker-scaffold-mi1-augustus-gene-6.10	crovir-transcript-12678	XP_016873827	XP_016873827
augustus_masked-scaffold-mi1-processed-gene-6.7_crovir-transcript-12680	augustus_masked-scaffold-mi1-processed-gene-6.7	crovir-transcript-12680	BSX	BSX
maker-scaffold-mi1-augustus-gene-7.10_crovir-transcript-12686	maker-scaffold-mi1-augustus-gene-7.10	crovir-transcript-12686	HSPA8	HSPA8.1
maker-scaffold-mi1-augustus-gene-7.11_crovir-transcript-12685	maker-scaffold-mi1-augustus-gene-7.11	crovir-transcript-12685	CLMP	CLMP
augustus_masked-scaffold-mi1-processed-gene-7.2_crovir-transcript-12684	augustus_masked-scaffold-mi1-processed-gene-7.2	crovir-transcript-12684	GRAMD1B	GRAMD1B
maker-scaffold-mi1-augustus-gene-7.7_crovir-transcript-12683	maker-scaffold-mi1-augustus-gene-7.7	crovir-transcript-12683	GRAMD1B	GRAMD1B.1
maker-scaffold-mi1-augustus-gene-7.12_crovir-transcript-12687	maker-scaffold-mi1-augustus-gene-7.12	crovir-transcript-12687	SCN3B	SCN3B
augustus_masked-scaffold-mi1-processed-gene-7.4_crovir-transcript-12682	augustus_masked-scaffold-mi1-processed-gene-7.4	crovir-transcript-12682	ACTB	ACTB
augustus_masked-scaffold-mi1-processed-gene-7.5_crovir-transcript-12681	augustus_masked-scaffold-mi1-processed-gene-7.5	crovir-transcript-12681	FBXL18	FBXL18
maker-scaffold-mi1-augustus-gene-8.4_crovir-transcript-12688	maker-scaffold-mi1-augustus-gene-8.4	crovir-transcript-12688	ATP12A	ATP12A
maker-scaffold-mi1-augustus-gene-8.5_crovir-transcript-12690	maker-scaffold-mi1-augustus-gene-8.5	crovir-transcript-12690	LOC105375809	LOC105375809
maker-scaffold-mi1-augustus-gene-8.6_crovir-transcript-12691	maker-scaffold-mi1-augustus-gene-8.6	crovir-transcript-12691	maker-scaffold-mi1-augustus-gene-8.6_crovir-transcript-12691	maker-scaffold-mi1-augustus-gene-8.6_crovir-transcript-12691
maker-scaffold-mi1-augustus-gene-8.7_crovir-transcript-12689	maker-scaffold-mi1-augustus-gene-8.7	crovir-transcript-12689	LCA5L	LCA5L
maker-scaffold-mi1-augustus-gene-10.2_crovir-transcript-12692	maker-scaffold-mi1-augustus-gene-10.2	crovir-transcript-12692	NTM	NTM
maker-scaffold-mi1-augustus-gene-10.3_crovir-transcript-12693	maker-scaffold-mi1-augustus-gene-10.3	crovir-transcript-12693	NTM	NTM.1
maker-scaffold-mi1-augustus-gene-11.4_crovir-transcript-12694	maker-scaffold-mi1-augustus-gene-11.4	crovir-transcript-12694	OPCML	OPCML
maker-scaffold-mi1-augustus-gene-11.5_crovir-transcript-12695	maker-scaffold-mi1-augustus-gene-11.5	crovir-transcript-12695	OPCML	OPCML.1
augustus_masked-scaffold-mi1-processed-gene-13.2_crovir-transcript-12696	augustus_masked-scaffold-mi1-processed-gene-13.2	crovir-transcript-12696	XP_011540993	XP_011540993
maker-scaffold-mi1-augustus-gene-14.9_crovir-transcript-12700	maker-scaffold-mi1-augustus-gene-14.9	crovir-transcript-12700	JAM3	JAM3
maker-scaffold-mi1-augustus-gene-14.13_crovir-transcript-12704	maker-scaffold-mi1-augustus-gene-14.13	crovir-transcript-12704	NCAPD3	NCAPD3
maker-scaffold-mi1-augustus-gene-14.14_crovir-transcript-12703	maker-scaffold-mi1-augustus-gene-14.14	crovir-transcript-12703	NCAPD3	NCAPD3.1
maker-scaffold-mi1-augustus-gene-14.15_crovir-transcript-12705	maker-scaffold-mi1-augustus-gene-14.15	crovir-transcript-12705	NCAPD3	NCAPD3.2
maker-scaffold-mi1-augustus-gene-14.10_crovir-transcript-12697	maker-scaffold-mi1-augustus-gene-14.10	crovir-transcript-12697	VPS26B	VPS26B
maker-scaffold-mi1-augustus-gene-14.16_crovir-transcript-12701	maker-scaffold-mi1-augustus-gene-14.16	crovir-transcript-12701	XP_005271584	XP_005271584
maker-scaffold-mi1-augustus-gene-14.11_crovir-transcript-12698	maker-scaffold-mi1-augustus-gene-14.11	crovir-transcript-12698	ACAD8	ACAD8
maker-scaffold-mi1-augustus-gene-14.12_crovir-transcript-12699	maker-scaffold-mi1-augustus-gene-14.12	crovir-transcript-12699	GLB1L2	GLB1L2
maker-scaffold-mi1-augustus-gene-14.17_crovir-transcript-12702	maker-scaffold-mi1-augustus-gene-14.17	crovir-transcript-12702	XP_005271563	XP_005271563
maker-scaffold-mi1-augustus-gene-15.5_crovir-transcript-12707	maker-scaffold-mi1-augustus-gene-15.5	crovir-transcript-12707	DHX30	DHX30
maker-scaffold-mi1-augustus-gene-15.6_crovir-transcript-12710	maker-scaffold-mi1-augustus-gene-15.6	crovir-transcript-12710	DHX30	DHX30.1
maker-scaffold-mi1-augustus-gene-15.7_crovir-transcript-12708	maker-scaffold-mi1-augustus-gene-15.7	crovir-transcript-12708	DHX30	DHX30.2
maker-scaffold-mi1-augustus-gene-15.8_crovir-transcript-12709	maker-scaffold-mi1-augustus-gene-15.8	crovir-transcript-12709	DHX30	DHX30.3
augustus_masked-scaffold-mi1-processed-gene-15.2_crovir-transcript-12706	augustus_masked-scaffold-mi1-processed-gene-15.2	crovir-transcript-12706	TIGD3	TIGD3
augustus_masked-scaffold-mi1-processed-gene-16.3_crovir-transcript-12713	augustus_masked-scaffold-mi1-processed-gene-16.3	crovir-transcript-12713	CABLES2	CABLES2
trnascan-scaffold-mi1-noncoding-Val_AAC-gene-16.0	trnascan-scaffold-mi1-noncoding-Val_AAC-gene-16.0	NA	trnascan-scaffold-mi1-noncoding-Val_AAC-gene-16.0	trnascan-scaffold-mi1-noncoding-Val_AAC-gene-16.0
trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-16.1	trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-16.1	NA	trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-16.1	trnascan-scaffold-mi1-noncoding-Pseudo_AGA-gene-16.1
maker-scaffold-mi1-augustus-gene-16.9_crovir-transcript-12711	maker-scaffold-mi1-augustus-gene-16.9	crovir-transcript-12711	RPS21	RPS21
maker-scaffold-mi1-augustus-gene-16.10_crovir-transcript-12717	maker-scaffold-mi1-augustus-gene-16.10	crovir-transcript-12717	maker-scaffold-mi1-augustus-gene-16.10_crovir-transcript-12717	maker-scaffold-mi1-augustus-gene-16.10_crovir-transcript-12717
maker-scaffold-mi1-augustus-gene-16.15_crovir-transcript-12715	maker-scaffold-mi1-augustus-gene-16.15	crovir-transcript-12715	SHD	SHD
maker-scaffold-mi1-augustus-gene-16.11_crovir-transcript-12716	maker-scaffold-mi1-augustus-gene-16.11	crovir-transcript-12716	maker-scaffold-mi1-augustus-gene-16.11_crovir-transcript-12716	maker-scaffold-mi1-augustus-gene-16.11_crovir-transcript-12716
